"Sample","Region","Years","Gene","Expression"
"HSB97_VFC_L","VFC",0.3269,"CEACAM3",-0.827404577555492
"HSB97_VFC_R","VFC",0.3269,"CEACAM3",-0.345541247601029
"HSB98_VFC_L","VFC",0.3654,"CEACAM3",0.188881841070833
"HSB98_VFC_R","VFC",0.3654,"CEACAM3",-0.30074905097313
"HSB99_VFC_L","VFC",0.4038,"CEACAM3",1.12171922775821
"HSB99_VFC_R","VFC",0.4038,"CEACAM3",0.427051614190565
"HSB100_VFC_L","VFC",0.3654,"CEACAM3",-0.669671773491505
"HSB100_VFC_R","VFC",0.3654,"CEACAM3",-0.382441033090746
"HSB102_VFC_L","VFC",0.4038,"CEACAM3",0.169951728972649
"HSB102_VFC_R","VFC",0.4038,"CEACAM3",0.751910941539357
"HSB103_VFC_L","VFC",0.25,"CEACAM3",1.99407548577926
"HSB103_VFC_R","VFC",0.25,"CEACAM3",2.26219611081139
"HSB105_VFC_L","VFC",18.7692307692308,"CEACAM3",-0.749808020135058
"HSB105_VFC_R","VFC",18.7692307692308,"CEACAM3",-0.533777076183108
"HSB106_VFC_L","VFC",64.7692307692308,"CEACAM3",-0.962988235365837
"HSB106_VFC_R","VFC",64.7692307692308,"CEACAM3",1.16322252307143
"HSB107_VFC_L","VFC",0.4038,"CEACAM3",1.07545953482651
"HSB107_VFC_R","VFC",0.4038,"CEACAM3",1.96713050907951
"HSB111_VFC_L","VFC",70.7692307692308,"CEACAM3",-2.26820590312144
"HSB111_VFC_R","VFC",70.7692307692308,"CEACAM3",-0.887803501135551
"HSB112_VFC_L","VFC",0.1538,"CEACAM3",0.262529481585673
"HSB112_VFC_R","VFC",0.1538,"CEACAM3",-1.21365752819942
"HSB113_VFC_L","VFC",0.2308,"CEACAM3",-0.0570832180055761
"HSB113_VFC_R","VFC",0.2308,"CEACAM3",-0.487495799039528
"HSB114_VFC_L","VFC",0.25,"CEACAM3",0.523852952932394
"HSB114_VFC_R","VFC",0.25,"CEACAM3",0.897361584794348
"HSB118_VFC_R","VFC",4.76923076923077,"CEACAM3",-0.415722242852411
"HSB119_VFC_L","VFC",15.7692307692308,"CEACAM3",-0.415082289716886
"HSB121_VFC_L","VFC",1.10253076923077,"CEACAM3",-0.511116369899548
"HSB121_VFC_R","VFC",1.10253076923077,"CEACAM3",-0.530751328796267
"HSB122_VFC_L","VFC",1.76923076923077,"CEACAM3",0.445442463196531
"HSB122_VFC_R","VFC",1.76923076923077,"CEACAM3",-0.98645571129059
"HSB123_VFC_L","VFC",37.7692307692308,"CEACAM3",0.0623632986820649
"HSB123_VFC_R","VFC",37.7692307692308,"CEACAM3",-1.27696529708796
"HSB124_VFC_L","VFC",13.7692307692308,"CEACAM3",-1.5602131675061
"HSB124_VFC_R","VFC",13.7692307692308,"CEACAM3",1.04938834873881
"HSB126_VFC_L","VFC",30.7692307692308,"CEACAM3",-0.190735008579939
"HSB126_VFC_R","VFC",30.7692307692308,"CEACAM3",-1.20989762545128
"HSB127_VFC_L","VFC",19.7692307692308,"CEACAM3",-1.16676104273203
"HSB130_VFC_L","VFC",21.7692307692308,"CEACAM3",0.95740713185722
"HSB131_VFC_L","VFC",1.26923076923077,"CEACAM3",0.0820849446584364
"HSB132_VFC_L","VFC",1.10253076923077,"CEACAM3",0.673774182312011
"HSB132_VFC_R","VFC",1.10253076923077,"CEACAM3",0.388964181007163
"HSB135_VFC_L","VFC",40.7692307692308,"CEACAM3",-0.377235232464069
"HSB135_VFC_R","VFC",40.7692307692308,"CEACAM3",-0.787535522733022
"HSB136_VFC_L","VFC",23.7692307692308,"CEACAM3",0.140290732542271
"HSB136_VFC_R","VFC",23.7692307692308,"CEACAM3",-1.18711766421409
"HSB139_VFC_L","VFC",1.10253076923077,"CEACAM3",1.35669853486487
"HSB141_VFC_L","VFC",8.76923076923077,"CEACAM3",-1.02400155232689
"HSB142_VFC_L","VFC",22.7692307692308,"CEACAM3",-1.25490542528477
"HSB142_VFC_R","VFC",22.7692307692308,"CEACAM3",-1.41846667501122
"HSB143_VFC_L","VFC",2.76923076923077,"CEACAM3",-1.0437537937458
"HSB143_VFC_R","VFC",2.76923076923077,"CEACAM3",1.10989742502886
"HSB144_VFC_L","VFC",40.7692307692308,"CEACAM3",-1.00635878934072
"HSB144_VFC_R","VFC",40.7692307692308,"CEACAM3",0.676147709534683
"HSB145_VFC_L","VFC",36.7692307692308,"CEACAM3",1.86800206561514
"HSB145_VFC_R","VFC",36.7692307692308,"CEACAM3",-0.861609198044734
"HSB149_VFC_L","VFC",0.25,"CEACAM3",1.15474647372507
"HSB149_VFC_R","VFC",0.25,"CEACAM3",0.517107244651127
"HSB150_VFC_L","VFC",0.2308,"CEACAM3",1.35849608097969
"HSB150_VFC_R","VFC",0.2308,"CEACAM3",0.5569341601912
"HSB153_VFC_L","VFC",0.2308,"CEACAM3",0.726272128763181
"HSB153_VFC_R","VFC",0.2308,"CEACAM3",-0.398941721954758
"HSB154_VFC_R","VFC",0.3077,"CEACAM3",-0.673258138489451
"HSB155_VFC_L","VFC",0.6731,"CEACAM3",-0.862274637605193
"HSB155_VFC_R","VFC",0.6731,"CEACAM3",-0.622760098185513
"HSB156_VFC_R","VFC",82.7692307692308,"CEACAM3",1.5037078697004
"HSB159_VFC_L","VFC",0.4231,"CEACAM3",0.536932057027677
"HSB159_VFC_R","VFC",0.4231,"CEACAM3",0.595170091925353
"HSB171_VFC_L","VFC",1.60253076923077,"CEACAM3",-1.28773493544427
"HSB172_VFC_L","VFC",3.76923076923077,"CEACAM3",-0.191964977963725
"HSB173_VFC_L","VFC",3.76923076923077,"CEACAM3",1.45175513625826
"HSB174_VFC_L","VFC",8.76923076923077,"CEACAM3",-1.65242546617106
"HSB175_VFC_L","VFC",11.7692307692308,"CEACAM3",0.497602510043105
"HSB178_VFC_L","VFC",0.3077,"CEACAM3",0.900601798429503
"HSB178_VFC_R","VFC",0.3077,"CEACAM3",-0.755344503222683
"HSB182_VFC_L","VFC",55.7692307692308,"CEACAM3",1.09474407157149
"HSB183_VFC_L","VFC",42.7692307692308,"CEACAM3",0.599457495081098
"HSB187_VFC_L","VFC",37.7692307692308,"CEACAM3",-1.16449232096696
"HSB187_VFC_R","VFC",37.7692307692308,"CEACAM3",-0.0568847526411709
"HSB194_VFC_L","VFC",0.7115,"CEACAM3",1.75787212683222
"HSB194_VFC_R","VFC",0.7115,"CEACAM3",1.359526254412
"HSB92_A1C_R","A1C",0.4038,"CEACAM8",-1.05803580062623
"HSB96_A1C_L","A1C",0.3077,"CEACAM8",2.94155494281436
"HSB96_A1C_R","A1C",0.3077,"CEACAM8",-0.234974004693844
"HSB97_A1C_L","A1C",0.3269,"CEACAM8",0.146030117541638
"HSB97_A1C_R","A1C",0.3269,"CEACAM8",-0.427252578328359
"HSB98_A1C_L","A1C",0.3654,"CEACAM8",1.16336501124842
"HSB98_A1C_R","A1C",0.3654,"CEACAM8",-0.3514682861377
"HSB99_A1C_L","A1C",0.4038,"CEACAM8",-1.10495226718954
"HSB99_A1C_R","A1C",0.4038,"CEACAM8",0.352412939793098
"HSB100_A1C_L","A1C",0.3654,"CEACAM8",0.921410179184432
"HSB100_A1C_R","A1C",0.3654,"CEACAM8",-0.114747509645521
"HSB102_A1C_L","A1C",0.4038,"CEACAM8",0.725515704077702
"HSB102_A1C_R","A1C",0.4038,"CEACAM8",-0.0308102848014014
"HSB103_A1C_L","A1C",0.25,"CEACAM8",1.63953890092869
"HSB103_A1C_R","A1C",0.25,"CEACAM8",-0.00386835077816736
"HSB105_A1C_L","A1C",18.7692307692308,"CEACAM8",-0.00932080141569204
"HSB105_A1C_R","A1C",18.7692307692308,"CEACAM8",0.0916025525890313
"HSB106_A1C_L","A1C",64.7692307692308,"CEACAM8",-1.30482144740549
"HSB106_A1C_R","A1C",64.7692307692308,"CEACAM8",-0.696064759088235
"HSB107_A1C_L","A1C",0.4038,"CEACAM8",0.139510525135301
"HSB107_A1C_R","A1C",0.4038,"CEACAM8",-0.579172843428404
"HSB111_A1C_L","A1C",70.7692307692308,"CEACAM8",0.997304999713571
"HSB111_A1C_R","A1C",70.7692307692308,"CEACAM8",2.14500111713579
"HSB113_A1C_L","A1C",0.2308,"CEACAM8",1.08044298155465
"HSB113_A1C_R","A1C",0.2308,"CEACAM8",-0.252075779603956
"HSB114_A1C_L","A1C",0.25,"CEACAM8",-0.734077221093468
"HSB114_A1C_R","A1C",0.25,"CEACAM8",0.068218225758487
"HSB118_A1C_R","A1C",4.76923076923077,"CEACAM8",0.117561389613316
"HSB119_A1C_L","A1C",15.7692307692308,"CEACAM8",0.608032721460463
"HSB121_A1C_L","A1C",1.10253076923077,"CEACAM8",-0.796677149977212
"HSB121_A1C_R","A1C",1.10253076923077,"CEACAM8",0.68261931947203
"HSB122_A1C_L","A1C",1.76923076923077,"CEACAM8",-1.10401527291264
"HSB122_A1C_R","A1C",1.76923076923077,"CEACAM8",1.38495047956156
"HSB123_A1C_L","A1C",37.7692307692308,"CEACAM8",-1.57877700658836
"HSB123_A1C_R","A1C",37.7692307692308,"CEACAM8",-1.79764839778585
"HSB124_A1C_L","A1C",13.7692307692308,"CEACAM8",0.756625059853099
"HSB124_A1C_R","A1C",13.7692307692308,"CEACAM8",-1.28201627023976
"HSB125_A1C_L","A1C",28.7692307692308,"CEACAM8",-1.12217683436318
"HSB125_A1C_R","A1C",28.7692307692308,"CEACAM8",-0.89985227455053
"HSB126_A1C_R","A1C",30.7692307692308,"CEACAM8",-0.410293954440945
"HSB127_A1C_L","A1C",19.7692307692308,"CEACAM8",-0.99268796315438
"HSB130_A1C_L","A1C",21.7692307692308,"CEACAM8",1.57539965314554
"HSB131_A1C_L","A1C",1.26923076923077,"CEACAM8",1.12814519993433
"HSB132_A1C_L","A1C",1.10253076923077,"CEACAM8",-0.450926337174673
"HSB132_A1C_R","A1C",1.10253076923077,"CEACAM8",-1.065341463428
"HSB135_A1C_L","A1C",40.7692307692308,"CEACAM8",2.04164230743513
"HSB135_A1C_R","A1C",40.7692307692308,"CEACAM8",0.210346114014723
"HSB136_A1C_L","A1C",23.7692307692308,"CEACAM8",0.63099764486435
"HSB136_A1C_R","A1C",23.7692307692308,"CEACAM8",0.546798839623815
"HSB139_A1C_L","A1C",1.10253076923077,"CEACAM8",-1.15261730353358
"HSB141_A1C_L","A1C",8.76923076923077,"CEACAM8",-1.49416438514851
"HSB142_A1C_L","A1C",22.7692307692308,"CEACAM8",-0.756997775742319
"HSB142_A1C_R","A1C",22.7692307692308,"CEACAM8",0.330571374734212
"HSB143_A1C_L","A1C",2.76923076923077,"CEACAM8",1.43947060349914
"HSB143_A1C_R","A1C",2.76923076923077,"CEACAM8",0.57898062566176
"HSB144_A1C_L","A1C",40.7692307692308,"CEACAM8",-1.41000336064699
"HSB144_A1C_R","A1C",40.7692307692308,"CEACAM8",0.338949343584885
"HSB145_A1C_L","A1C",36.7692307692308,"CEACAM8",-1.1036639106216
"HSB145_A1C_R","A1C",36.7692307692308,"CEACAM8",0.838774886269264
"HSB149_A1C_L","A1C",0.25,"CEACAM8",-0.852051043939928
"HSB149_A1C_R","A1C",0.25,"CEACAM8",-0.569289218747437
"HSB150_A1C_L","A1C",0.2308,"CEACAM8",0.659655748580818
"HSB150_A1C_R","A1C",0.2308,"CEACAM8",-0.265586828592411
"HSB153_A1C_L","A1C",0.2308,"CEACAM8",-0.383720310918503
"HSB153_A1C_R","A1C",0.2308,"CEACAM8",-0.158352570968235
"HSB154_A1C_R","A1C",0.3077,"CEACAM8",0.0100902753895952
"HSB155_A1C_L","A1C",0.6731,"CEACAM8",-0.140093698484013
"HSB155_A1C_R","A1C",0.6731,"CEACAM8",0.133983893599687
"HSB156_A1C_L","A1C",82.7692307692308,"CEACAM8",-1.50156063165521
"HSB156_A1C_R","A1C",82.7692307692308,"CEACAM8",-0.32378160996906
"HSB159_A1C_L","A1C",0.4231,"CEACAM8",0.0395348283203775
"HSB159_A1C_R","A1C",0.4231,"CEACAM8",-0.391989171098228
"HSB169_A1C_L","A1C",0.4808,"CEACAM8",-0.629518622179942
"HSB172_A1C_L","A1C",3.76923076923077,"CEACAM8",2.45459966013293
"HSB173_A1C_L","A1C",3.76923076923077,"CEACAM8",1.11130571379205
"HSB174_A1C_L","A1C",8.76923076923077,"CEACAM8",0.436178553124294
"HSB175_A1C_L","A1C",11.7692307692308,"CEACAM8",-0.0918330685764006
"HSB182_A1C_L","A1C",55.7692307692308,"CEACAM8",-1.35767378534186
"HSB183_A1C_L","A1C",42.7692307692308,"CEACAM8",-0.876604660426065
"HSB187_A1C_L","A1C",37.7692307692308,"CEACAM8",-0.71325115170017
"HSB187_A1C_R","A1C",37.7692307692308,"CEACAM8",1.3203049742226
"HSB194_A1C_L","A1C",0.7115,"CEACAM8",-0.436219414502333
"HSB194_A1C_R","A1C",0.7115,"CEACAM8",1.22359997427913
"HSB92_AMY_R","AMY",0.4038,"CEACAM8",-1.16531591099926
"HSB97_AMY_L","AMY",0.3269,"CEACAM8",-0.250808404177319
"HSB97_AMY_R","AMY",0.3269,"CEACAM8",-0.461301994571787
"HSB100_AMY_L","AMY",0.3654,"CEACAM8",-0.0278704754447107
"HSB100_AMY_R","AMY",0.3654,"CEACAM8",-0.883994518881481
"HSB102_AMY_L","AMY",0.4038,"CEACAM8",0.668621896204899
"HSB102_AMY_R","AMY",0.4038,"CEACAM8",-0.282298847760306
"HSB103_AMY_L","AMY",0.25,"CEACAM8",0.225337900398994
"HSB103_AMY_R","AMY",0.25,"CEACAM8",-1.58877446886395
"HSB105_AMY_R","AMY",18.7692307692308,"CEACAM8",1.77035959908241
"HSB106_AMY_L","AMY",64.7692307692308,"CEACAM8",-0.388126161462926
"HSB106_AMY_R","AMY",64.7692307692308,"CEACAM8",2.04746508210971
"HSB107_AMY_L","AMY",0.4038,"CEACAM8",-0.283317080461864
"HSB107_AMY_R","AMY",0.4038,"CEACAM8",-0.875049411785392
"HSB111_AMY_L","AMY",70.7692307692308,"CEACAM8",1.58608619711738
"HSB111_AMY_R","AMY",70.7692307692308,"CEACAM8",0.116058203208266
"HSB112_AMY_L","AMY",0.1538,"CEACAM8",-1.00547633623108
"HSB112_AMY_R","AMY",0.1538,"CEACAM8",-0.83515266934825
"HSB113_AMY_L","AMY",0.2308,"CEACAM8",0.102001963484563
"HSB113_AMY_R","AMY",0.2308,"CEACAM8",-0.8479679235509
"HSB114_AMY_L","AMY",0.25,"CEACAM8",-0.147201525948712
"HSB114_AMY_R","AMY",0.25,"CEACAM8",-0.386656092226219
"HSB118_AMY_R","AMY",4.76923076923077,"CEACAM8",0.346367453503427
"HSB119_AMY_L","AMY",15.7692307692308,"CEACAM8",-0.740940984861017
"HSB121_AMY_L","AMY",1.10253076923077,"CEACAM8",1.07349332243183
"HSB121_AMY_R","AMY",1.10253076923077,"CEACAM8",0.277999638610459
"HSB122_AMY_L","AMY",1.76923076923077,"CEACAM8",-0.241840896943923
"HSB122_AMY_R","AMY",1.76923076923077,"CEACAM8",0.40307211652406
"HSB123_AMY_L","AMY",37.7692307692308,"CEACAM8",0.44042989604829
"HSB123_AMY_R","AMY",37.7692307692308,"CEACAM8",-0.245462663306247
"HSB124_AMY_R","AMY",13.7692307692308,"CEACAM8",-0.620447639060256
"HSB126_AMY_R","AMY",30.7692307692308,"CEACAM8",-1.39750592959959
"HSB127_AMY_R","AMY",19.7692307692308,"CEACAM8",-0.858547875397758
"HSB130_AMY_L","AMY",21.7692307692308,"CEACAM8",-0.668441622249863
"HSB131_AMY_L","AMY",1.26923076923077,"CEACAM8",2.67403895555853
"HSB132_AMY_L","AMY",1.10253076923077,"CEACAM8",-0.0646252263503974
"HSB132_AMY_R","AMY",1.10253076923077,"CEACAM8",0.105246755526138
"HSB133_AMY_L","AMY",27.7692307692308,"CEACAM8",0.188531142925858
"HSB135_AMY_L","AMY",40.7692307692308,"CEACAM8",1.96386757120113
"HSB135_AMY_R","AMY",40.7692307692308,"CEACAM8",-1.61032133676821
"HSB136_AMY_L","AMY",23.7692307692308,"CEACAM8",-0.393606644450972
"HSB136_AMY_R","AMY",23.7692307692308,"CEACAM8",-0.629755256743967
"HSB139_AMY_L","AMY",1.10253076923077,"CEACAM8",-0.270881161672733
"HSB141_AMY_L","AMY",8.76923076923077,"CEACAM8",1.13719906837388
"HSB142_AMY_L","AMY",22.7692307692308,"CEACAM8",-1.02189163771855
"HSB142_AMY_R","AMY",22.7692307692308,"CEACAM8",0.00523590145828337
"HSB143_AMY_R","AMY",2.76923076923077,"CEACAM8",1.6084896051764
"HSB144_AMY_L","AMY",40.7692307692308,"CEACAM8",0.0520396255688257
"HSB144_AMY_R","AMY",40.7692307692308,"CEACAM8",-0.0109606442860603
"HSB145_AMY_L","AMY",36.7692307692308,"CEACAM8",-1.09849237449816
"HSB145_AMY_R","AMY",36.7692307692308,"CEACAM8",2.37083875240684
"HSB148_AMY_L","AMY",0.1731,"CEACAM8",-0.304315287032985
"HSB148_AMY_R","AMY",0.1731,"CEACAM8",0.172941364055113
"HSB149_AMY_R","AMY",0.25,"CEACAM8",-1.05249928597562
"HSB150_AMY_L","AMY",0.2308,"CEACAM8",-0.115743998177131
"HSB150_AMY_R","AMY",0.2308,"CEACAM8",-1.00094761296404
"HSB153_AMY_L","AMY",0.2308,"CEACAM8",-1.25476706354745
"HSB153_AMY_R","AMY",0.2308,"CEACAM8",0.588615153078335
"HSB154_AMY_R","AMY",0.3077,"CEACAM8",-1.54428396577411
"HSB155_AMY_L","AMY",0.6731,"CEACAM8",1.43505556654859
"HSB155_AMY_R","AMY",0.6731,"CEACAM8",-0.266855844509608
"HSB156_AMY_L","AMY",82.7692307692308,"CEACAM8",1.50827372304691
"HSB156_AMY_R","AMY",82.7692307692308,"CEACAM8",0.973104724272722
"HSB159_AMY_L","AMY",0.4231,"CEACAM8",0.0471350491129415
"HSB159_AMY_R","AMY",0.4231,"CEACAM8",-0.907366017370404
"HSB172_AMY_L","AMY",3.76923076923077,"CEACAM8",0.536751353317957
"HSB173_AMY_L","AMY",3.76923076923077,"CEACAM8",-0.312030082401235
"HSB174_AMY_L","AMY",8.76923076923077,"CEACAM8",-0.790649916298988
"HSB175_AMY_L","AMY",11.7692307692308,"CEACAM8",-0.0698699885512931
"HSB178_AMY_L","AMY",0.3077,"CEACAM8",-0.920972273899742
"HSB178_AMY_R","AMY",0.3077,"CEACAM8",-0.809734189755283
"HSB183_AMY_L","AMY",42.7692307692308,"CEACAM8",0.397418761356295
"HSB187_AMY_L","AMY",37.7692307692308,"CEACAM8",-0.654087858429524
"HSB187_AMY_R","AMY",37.7692307692308,"CEACAM8",1.00450223321638
"HSB194_AMY_L","AMY",0.7115,"CEACAM8",0.967722265629369
"HSB194_AMY_R","AMY",0.7115,"CEACAM8",2.51285625975442
"HSB92_CBC_R","CBC",0.4038,"CEACAM8",-0.263915870986115
"HSB96_CBC_NA","CBC",0.3077,"CEACAM8",1.59444040373896
"HSB97_CBC_L","CBC",0.3269,"CEACAM8",-1.15994834987822
"HSB97_CBC_R","CBC",0.3269,"CEACAM8",-1.2832182450024
"HSB98_CBC_NA","CBC",0.3654,"CEACAM8",-0.482826863013341
"HSB99_CBC_NA","CBC",0.4038,"CEACAM8",-0.650174070169554
"HSB100_CBC_L","CBC",0.3654,"CEACAM8",-1.1324975264152
"HSB100_CBC_R","CBC",0.3654,"CEACAM8",-1.68695281506136
"HSB102_CBC_L","CBC",0.4038,"CEACAM8",0.576439702239739
"HSB102_CBC_R","CBC",0.4038,"CEACAM8",1.67907160229404
"HSB103_CBC_L","CBC",0.25,"CEACAM8",-1.20524074549666
"HSB103_CBC_R","CBC",0.25,"CEACAM8",-0.250306611644965
"HSB105_CBC_L","CBC",18.7692307692308,"CEACAM8",0.69343678844528
"HSB106_CBC_L","CBC",64.7692307692308,"CEACAM8",1.19052661046496
"HSB106_CBC_R","CBC",64.7692307692308,"CEACAM8",0.482569292345347
"HSB107_CBC_L","CBC",0.4038,"CEACAM8",1.13473528462099
"HSB107_CBC_R","CBC",0.4038,"CEACAM8",0.470724560360664
"HSB111_CBC_R","CBC",70.7692307692308,"CEACAM8",3.13579896325968
"HSB113_CBC_L","CBC",0.2308,"CEACAM8",-0.986757377266494
"HSB113_CBC_R","CBC",0.2308,"CEACAM8",-0.26867511869259
"HSB118_CBC_R","CBC",4.76923076923077,"CEACAM8",-0.634625094884346
"HSB119_CBC_L","CBC",15.7692307692308,"CEACAM8",-0.122420016251379
"HSB121_CBC_L","CBC",1.10253076923077,"CEACAM8",0.0414837754173204
"HSB121_CBC_R","CBC",1.10253076923077,"CEACAM8",-1.11417562186879
"HSB122_CBC_L","CBC",1.76923076923077,"CEACAM8",0.178326963992137
"HSB122_CBC_R","CBC",1.76923076923077,"CEACAM8",-0.715683382008864
"HSB123_CBC_L","CBC",37.7692307692308,"CEACAM8",0.387109521081363
"HSB124_CBC_L","CBC",13.7692307692308,"CEACAM8",-1.55630188455935
"HSB124_CBC_R","CBC",13.7692307692308,"CEACAM8",-0.612250942980458
"HSB126_CBC_L","CBC",30.7692307692308,"CEACAM8",0.477975712593042
"HSB126_CBC_R","CBC",30.7692307692308,"CEACAM8",-0.963402009726613
"HSB127_CBC_L","CBC",19.7692307692308,"CEACAM8",-0.193435092424228
"HSB130_CBC_L","CBC",21.7692307692308,"CEACAM8",-0.0206279312216664
"HSB131_CBC_L","CBC",1.26923076923077,"CEACAM8",-0.0596686063837774
"HSB132_CBC_L","CBC",1.10253076923077,"CEACAM8",-1.32649847781105
"HSB132_CBC_R","CBC",1.10253076923077,"CEACAM8",-0.83507142112167
"HSB133_CBC_L","CBC",27.7692307692308,"CEACAM8",0.278054121845971
"HSB135_CBC_L","CBC",40.7692307692308,"CEACAM8",1.05808849439946
"HSB136_CBC_L","CBC",23.7692307692308,"CEACAM8",0.250262198489592
"HSB136_CBC_R","CBC",23.7692307692308,"CEACAM8",-0.0829712082561551
"HSB139_CBC_L","CBC",1.10253076923077,"CEACAM8",-1.50530357660457
"HSB141_CBC_L","CBC",8.76923076923077,"CEACAM8",-0.00582675399600912
"HSB142_CBC_L","CBC",22.7692307692308,"CEACAM8",-1.03435053693127
"HSB142_CBC_R","CBC",22.7692307692308,"CEACAM8",-1.19629357351419
"HSB143_CBC_L","CBC",2.76923076923077,"CEACAM8",0.92721928939898
"HSB143_CBC_R","CBC",2.76923076923077,"CEACAM8",-0.782677426871544
"HSB144_CBC_L","CBC",40.7692307692308,"CEACAM8",1.04949614726874
"HSB144_CBC_R","CBC",40.7692307692308,"CEACAM8",1.5641729378901
"HSB145_CBC_L","CBC",36.7692307692308,"CEACAM8",0.365779596046572
"HSB145_CBC_R","CBC",36.7692307692308,"CEACAM8",-0.324609537861388
"HSB149_CBC_L","CBC",0.25,"CEACAM8",0.0136422251476439
"HSB149_CBC_R","CBC",0.25,"CEACAM8",-0.862174904457067
"HSB150_CBC_L","CBC",0.2308,"CEACAM8",-0.962023775298374
"HSB150_CBC_R","CBC",0.2308,"CEACAM8",0.388931692275786
"HSB155_CBC_L","CBC",0.6731,"CEACAM8",-0.376871966766975
"HSB155_CBC_R","CBC",0.6731,"CEACAM8",-0.122245258858382
"HSB156_CBC_L","CBC",82.7692307692308,"CEACAM8",-0.0788309911600086
"HSB156_CBC_R","CBC",82.7692307692308,"CEACAM8",1.62071719098411
"HSB159_CBC_L","CBC",0.4231,"CEACAM8",-0.607392911283347
"HSB159_CBC_R","CBC",0.4231,"CEACAM8",-1.16682972912506
"HSB171_CBC_L","CBC",1.60253076923077,"CEACAM8",0.543430849333865
"HSB172_CBC_L","CBC",3.76923076923077,"CEACAM8",0.250518556262915
"HSB173_CBC_L","CBC",3.76923076923077,"CEACAM8",0.578786008378186
"HSB175_CBC_L","CBC",11.7692307692308,"CEACAM8",-0.681812390504683
"HSB174_CBC_L","CBC",8.76923076923077,"CEACAM8",0.883916135524778
"HSB182_CBC_L","CBC",55.7692307692308,"CEACAM8",0.0475395588481632
"HSB183_CBC_L","CBC",42.7692307692308,"CEACAM8",2.54492063902516
"HSB187_CBC_L","CBC",37.7692307692308,"CEACAM8",-0.0109036875035833
"HSB187_CBC_R","CBC",37.7692307692308,"CEACAM8",1.12374929795689
"HSB194_CBC_L","CBC",0.7115,"CEACAM8",-0.263915870986115
"HSB194_CBC_R","CBC",0.7115,"CEACAM8",2.05784405491737
"HSB92_DFC_R","DFC",0.4038,"CEACAM8",-0.397499340597881
"HSB96_DFC_L","DFC",0.3077,"CEACAM8",-0.52771225027797
"HSB96_DFC_R","DFC",0.3077,"CEACAM8",1.07114882443345
"HSB97_DFC_L","DFC",0.3269,"CEACAM8",-1.60400687419853
"HSB97_DFC_R","DFC",0.3269,"CEACAM8",0.0496373573582895
"HSB98_DFC_L","DFC",0.3654,"CEACAM8",0.0387610263555858
"HSB98_DFC_R","DFC",0.3654,"CEACAM8",0.0646792674660078
"HSB99_DFC_L","DFC",0.4038,"CEACAM8",-1.50315272382996
"HSB99_DFC_R","DFC",0.4038,"CEACAM8",-1.24993970529734
"HSB100_DFC_L","DFC",0.3654,"CEACAM8",-0.34068275452502
"HSB100_DFC_R","DFC",0.3654,"CEACAM8",-0.160221808114006
"HSB102_DFC_L","DFC",0.4038,"CEACAM8",1.56864966073399
"HSB102_DFC_R","DFC",0.4038,"CEACAM8",0.765774604183116
"HSB103_DFC_L","DFC",0.25,"CEACAM8",0.249945325349992
"HSB103_DFC_R","DFC",0.25,"CEACAM8",1.81503328791799
"HSB105_DFC_L","DFC",18.7692307692308,"CEACAM8",0.751759711922026
"HSB105_DFC_R","DFC",18.7692307692308,"CEACAM8",0.205448568827946
"HSB106_DFC_L","DFC",64.7692307692308,"CEACAM8",1.86180945014028
"HSB106_DFC_R","DFC",64.7692307692308,"CEACAM8",-1.54718588103142
"HSB107_DFC_L","DFC",0.4038,"CEACAM8",2.0350883850273
"HSB107_DFC_R","DFC",0.4038,"CEACAM8",-0.747257873494662
"HSB111_DFC_L","DFC",70.7692307692308,"CEACAM8",-0.742084121262906
"HSB111_DFC_R","DFC",70.7692307692308,"CEACAM8",1.03397464430533
"HSB112_DFC_L","DFC",0.1538,"CEACAM8",-0.169062537591495
"HSB112_DFC_R","DFC",0.1538,"CEACAM8",-0.89003024898501
"HSB113_DFC_L","DFC",0.2308,"CEACAM8",0.565787619773389
"HSB113_DFC_R","DFC",0.2308,"CEACAM8",1.29053289058012
"HSB114_DFC_L","DFC",0.25,"CEACAM8",0.181326775134011
"HSB114_DFC_R","DFC",0.25,"CEACAM8",-0.330519847921766
"HSB118_DFC_R","DFC",4.76923076923077,"CEACAM8",0.444575476582491
"HSB119_DFC_L","DFC",15.7692307692308,"CEACAM8",-0.185269581783327
"HSB121_DFC_L","DFC",1.10253076923077,"CEACAM8",0.799124896504192
"HSB121_DFC_R","DFC",1.10253076923077,"CEACAM8",0.312780366077206
"HSB122_DFC_L","DFC",1.76923076923077,"CEACAM8",0.459358315563573
"HSB122_DFC_R","DFC",1.76923076923077,"CEACAM8",-0.49415588314236
"HSB123_DFC_L","DFC",37.7692307692308,"CEACAM8",-0.653461324587246
"HSB123_DFC_R","DFC",37.7692307692308,"CEACAM8",-0.253251232732503
"HSB124_DFC_L","DFC",13.7692307692308,"CEACAM8",-0.329384275973787
"HSB124_DFC_R","DFC",13.7692307692308,"CEACAM8",-0.9837031474819
"HSB126_DFC_L","DFC",30.7692307692308,"CEACAM8",-0.866396854515857
"HSB126_DFC_R","DFC",30.7692307692308,"CEACAM8",-0.0968946783380014
"HSB127_DFC_L","DFC",19.7692307692308,"CEACAM8",-1.16006194077435
"HSB130_DFC_L","DFC",21.7692307692308,"CEACAM8",1.54241072784338
